country,region,continent,alliances,metric,value
Tanzania,East Africa,Africa,AFRICAN_UNION,kpi_naval_power_score,6.0
Italy,Southern Europe,Europe,"NATO, EU",kpi_naval_power_score,323.0
South Africa,Southern Africa,Africa,"BRICS, AFRICAN_UNION",kpi_naval_power_score,66.0
Kenya,East Africa,Africa,AFRICAN_UNION,kpi_naval_power_score,12.0
Myanmar,Southeast Asia,Asia,ASEAN,kpi_naval_power_score,164.0
South Korea,East Asia,Asia,None,kpi_naval_power_score,450.0
Sudan,North Africa,Africa,"ARAB_LEAGUE, AFRICAN_UNION",kpi_naval_power_score,3.0
Colombia,South America,South America,None,kpi_naval_power_score,178.0
Uganda,East Africa,Africa,AFRICAN_UNION,kpi_naval_power_score,0.0
Spain,Southern Europe,Europe,"NATO, EU",kpi_naval_power_score,179.0
Algeria,North Africa,Africa,"ARAB_LEAGUE, AFRICAN_UNION",kpi_naval_power_score,139.0
Argentina,South America,South America,None,kpi_naval_power_score,57.0
Iraq,Middle East,Asia,ARAB_LEAGUE,kpi_naval_power_score,34.0
Afghanistan,South Asia,Asia,None,kpi_naval_power_score,0.0
Canada,North America,North America,"NATO, FIVE_EYES",kpi_naval_power_score,112.0
Poland,Eastern Europe,Europe,"NATO, EU",kpi_naval_power_score,47.0
Morocco,North Africa,Africa,"ARAB_LEAGUE, AFRICAN_UNION",kpi_naval_power_score,74.0
Angola,Southern Africa,Africa,AFRICAN_UNION,kpi_naval_power_score,16.0
Saudi Arabia,Middle East,Asia,"BRICS, ARAB_LEAGUE",kpi_naval_power_score,37.0
Uzbekistan,Central Asia,Asia,SCO,kpi_naval_power_score,0.0
Ukraine,Eastern Europe,Europe,None,kpi_naval_power_score,44.0
Ghana,West Africa,Africa,AFRICAN_UNION,kpi_naval_power_score,14.0
Malaysia,Southeast Asia,Asia,ASEAN,kpi_naval_power_score,76.0
Mozambique,East Africa,Africa,AFRICAN_UNION,kpi_naval_power_score,16.0
Peru,South America,South America,None,kpi_naval_power_score,96.0
Yemen,Middle East,Asia,ARAB_LEAGUE,kpi_naval_power_score,16.0
Venezuela,South America,South America,None,kpi_naval_power_score,30.0
Nepal,South Asia,Asia,None,kpi_naval_power_score,0.0
Cameroon,Central Africa,Africa,AFRICAN_UNION,kpi_naval_power_score,26.0
Ivory Coast,West Africa,Africa,AFRICAN_UNION,kpi_naval_power_score,2.0
Madagascar,East Africa,Africa,AFRICAN_UNION,kpi_naval_power_score,3.0
Australia,Oceania,Oceania,FIVE_EYES,kpi_naval_power_score,118.0
Niger,West Africa,Africa,AFRICAN_UNION,kpi_naval_power_score,0.0
North Korea,East Asia,Asia,None,kpi_naval_power_score,240.0
Syria,Middle East,Asia,ARAB_LEAGUE,kpi_naval_power_score,14.0
Taiwan,East Asia,Asia,None,kpi_naval_power_score,174.0
Burkina Faso,West Africa,Africa,AFRICAN_UNION,kpi_naval_power_score,0.0
Mali,West Africa,Africa,AFRICAN_UNION,kpi_naval_power_score,0.0
Sri Lanka,South Asia,Asia,None,kpi_naval_power_score,150.0
Zambia,Southern Africa,Africa,AFRICAN_UNION,kpi_naval_power_score,0.0
Kazakhstan,Central Asia,Asia,SCO,kpi_naval_power_score,13.0
Chad,Central Africa,Africa,AFRICAN_UNION,kpi_naval_power_score,0.0
Senegal,West Africa,Africa,AFRICAN_UNION,kpi_naval_power_score,2.0
Chile,South America,South America,None,kpi_naval_power_score,129.0
Ecuador,South America,South America,None,kpi_naval_power_score,41.0
Guatemala,Central America,North America,None,kpi_naval_power_score,12.0
Romania,Eastern Europe,Europe,"NATO, EU",kpi_naval_power_score,19.0
Netherlands,Western Europe,Europe,"NATO, EU",kpi_naval_power_score,80.0
Zimbabwe,Southern Africa,Africa,AFRICAN_UNION,kpi_naval_power_score,0.0
Cambodia,Southeast Asia,Asia,ASEAN,kpi_naval_power_score,10.0
Benin,West Africa,Africa,AFRICAN_UNION,kpi_naval_power_score,1.0
Somalia,East Africa,Africa,"ARAB_LEAGUE, AFRICAN_UNION",kpi_naval_power_score,5.0
South Sudan,East Africa,Africa,AFRICAN_UNION,kpi_naval_power_score,0.0
Bolivia,South America,South America,None,kpi_naval_power_score,34.0
Tunisia,North Africa,Africa,"ARAB_LEAGUE, AFRICAN_UNION",kpi_naval_power_score,29.0
Belgium,Western Europe,Europe,"NATO, EU",kpi_naval_power_score,10.0
Jordan,Middle East,Asia,ARAB_LEAGUE,kpi_naval_power_score,14.0
Cuba,Caribbean,North America,None,kpi_naval_power_score,12.0
Czechia,Eastern Europe,Europe,"NATO, EU",kpi_naval_power_score,0.0
Dominican Republic,Caribbean,North America,None,kpi_naval_power_score,17.0
Azerbaijan,Eastern Europe,Europe,None,kpi_naval_power_score,59.0
Portugal,Southern Europe,Europe,"NATO, EU",kpi_naval_power_score,132.0
Sweden,Northern Europe,Europe,"NATO, EU",kpi_naval_power_score,194.0
Greece,Southern Europe,Europe,"NATO, EU",kpi_naval_power_score,235.0
Tajikistan,Central Asia,Asia,SCO,kpi_naval_power_score,0.0
United Arab Emirates,Middle East,Asia,"BRICS, ARAB_LEAGUE",kpi_naval_power_score,90.0
Hungary,Eastern Europe,Europe,"NATO, EU",kpi_naval_power_score,0.0
Honduras,Central America,North America,None,kpi_naval_power_score,49.0
Belarus,Eastern Europe,Europe,SCO,kpi_naval_power_score,0.0
Israel,Middle East,Asia,None,kpi_naval_power_score,81.0
Sierra Leone,West Africa,Africa,AFRICAN_UNION,kpi_naval_power_score,4.0
Austria,Western Europe,Europe,EU,kpi_naval_power_score,0.0
Switzerland,Western Europe,Europe,None,kpi_naval_power_score,0.0
Laos,Southeast Asia,Asia,ASEAN,kpi_naval_power_score,18.0
Paraguay,South America,South America,None,kpi_naval_power_score,36.0
Libya,North Africa,Africa,"ARAB_LEAGUE, AFRICAN_UNION",kpi_naval_power_score,2.0
Bulgaria,Eastern Europe,Europe,"NATO, EU",kpi_naval_power_score,30.0
Nicaragua,Central America,North America,None,kpi_naval_power_score,12.0
Serbia,Eastern Europe,Europe,None,kpi_naval_power_score,10.0
El Salvador,Central America,North America,None,kpi_naval_power_score,7.0
Eritrea,East Africa,Africa,AFRICAN_UNION,kpi_naval_power_score,12.0
Kyrgyzstan,Central Asia,Asia,SCO,kpi_naval_power_score,0.0
Republic of the Congo,Central Africa,Africa,AFRICAN_UNION,kpi_naval_power_score,2.0
Singapore,Southeast Asia,Asia,ASEAN,kpi_naval_power_score,103.0
Denmark,Northern Europe,Europe,"NATO, EU",kpi_naval_power_score,52.0
Turkmenistan,Central Asia,Asia,None,kpi_naval_power_score,8.0
Central African Republic,Central Africa,Africa,AFRICAN_UNION,kpi_naval_power_score,0.0
Finland,Northern Europe,Europe,"NATO, EU",kpi_naval_power_score,132.0
Slovakia,Eastern Europe,Europe,"NATO, EU",kpi_naval_power_score,0.0
Norway,Northern Europe,Europe,NATO,kpi_naval_power_score,94.0
Liberia,West Africa,Africa,AFRICAN_UNION,kpi_naval_power_score,2.0
Lebanon,Middle East,Asia,ARAB_LEAGUE,kpi_naval_power_score,32.0
Ireland,Western Europe,Europe,EU,kpi_naval_power_score,4.0
New Zealand,Oceania,Oceania,FIVE_EYES,kpi_naval_power_score,10.0
Georgia,Eastern Europe,Europe,None,kpi_naval_power_score,10.0
Panama,Central America,North America,None,kpi_naval_power_score,15.0
Mauritania,West Africa,Africa,"ARAB_LEAGUE, AFRICAN_UNION",kpi_naval_power_score,3.0
Croatia,Southern Europe,Europe,"NATO, EU",kpi_naval_power_score,15.0
Oman,Middle East,Asia,ARAB_LEAGUE,kpi_naval_power_score,11.0
Bosnia and Herzegovina,Eastern Europe,Europe,None,kpi_naval_power_score,0.0
Moldova,Eastern Europe,Europe,None,kpi_naval_power_score,0.0
Uruguay,South America,South America,None,kpi_naval_power_score,7.0
Mongolia,East Asia,Asia,None,kpi_naval_power_score,0.0
Kuwait,Middle East,Asia,ARAB_LEAGUE,kpi_naval_power_score,62.0
Albania,Southern Europe,Europe,NATO,kpi_naval_power_score,10.0
Armenia,Eastern Europe,Europe,None,kpi_naval_power_score,0.0
Namibia,Southern Africa,Africa,AFRICAN_UNION,kpi_naval_power_score,8.0
Lithuania,Northern Europe,Europe,"NATO, EU",kpi_naval_power_score,7.0
Qatar,Middle East,Asia,ARAB_LEAGUE,kpi_naval_power_score,58.0
Gabon,Central Africa,Africa,AFRICAN_UNION,kpi_naval_power_score,2.0
Botswana,Southern Africa,Africa,AFRICAN_UNION,kpi_naval_power_score,0.0
North Macedonia,Eastern Europe,Europe,NATO,kpi_naval_power_score,0.0
Slovenia,Southern Europe,Europe,"NATO, EU",kpi_naval_power_score,1.0
Kosovo,Eastern Europe,Europe,None,kpi_naval_power_score,0.0
Latvia,Northern Europe,Europe,"NATO, EU",kpi_naval_power_score,9.0
Bahrain,Middle East,Asia,ARAB_LEAGUE,kpi_naval_power_score,38.0
Estonia,Northern Europe,Europe,"NATO, EU",kpi_naval_power_score,4.0
Bhutan,South Asia,Asia,None,kpi_naval_power_score,0.0
Luxembourg,Western Europe,Europe,"NATO, EU",kpi_naval_power_score,0.0
Suriname,South America,South America,None,kpi_naval_power_score,8.0
Montenegro,Southern Europe,Europe,NATO,kpi_naval_power_score,7.0
Beliz,Central America,North America,None,kpi_naval_power_score,4.0
Iceland,Northern Europe,Europe,NATO,kpi_naval_power_score,0.0
China,East Asia,Asia,"BRICS, SCO",kpi_land_power_score,166387.0
India,South Asia,Asia,"BRICS, SCO",kpi_land_power_score,164564.0
United States,North America,North America,"NATO, FIVE_EYES",kpi_land_power_score,405396.0
Indonesia,Southeast Asia,Asia,ASEAN,kpi_land_power_score,22326.0
Pakistan,South Asia,Asia,SCO,kpi_land_power_score,28360.0
Nigeria,West Africa,Africa,AFRICAN_UNION,kpi_land_power_score,10420.0
Brazil,South America,South America,BRICS,kpi_land_power_score,24194.0
Bangladesh,South Asia,Asia,None,kpi_land_power_score,13290.0
Russia,Eastern Europe,Europe,"BRICS, SCO",kpi_land_power_score,164856.0
Mexico,Central America,North America,None,kpi_land_power_score,20205.0
Japan,East Asia,Asia,None,kpi_land_power_score,34197.0
Ethiopia,East Africa,Africa,"BRICS, AFRICAN_UNION",kpi_land_power_score,8610.0
Philippines,Southeast Asia,Asia,ASEAN,kpi_land_power_score,12507.0
Democratic Republic of the Congo,Central Africa,Africa,AFRICAN_UNION,kpi_land_power_score,1395.0
Egypt,North Africa,Africa,"BRICS, ARAB_LEAGUE, AFRICAN_UNION",kpi_land_power_score,51719.0
Vietnam,Southeast Asia,Asia,ASEAN,kpi_land_power_score,16122.0
Iran,Middle East,Asia,"BRICS, SCO",kpi_land_power_score,73554.0
Turkiye,Middle East,Asia,NATO,kpi_land_power_score,70122.0
Germany,Western Europe,Europe,"NATO, EU",kpi_land_power_score,84235.0
Thailand,Southeast Asia,Asia,ASEAN,kpi_land_power_score,19524.0
United Kingdom,Western Europe,Europe,"NATO, FIVE_EYES",kpi_land_power_score,39134.0
France,Western Europe,Europe,"NATO, EU",kpi_land_power_score,111706.0
Tanzania,East Africa,Africa,AFRICAN_UNION,kpi_land_power_score,1223.0
Italy,Southern Europe,Europe,"NATO, EU",kpi_land_power_score,74304.0
South Africa,Southern Africa,Africa,"BRICS, AFRICAN_UNION",kpi_land_power_score,19542.0
Kenya,East Africa,Africa,AFRICAN_UNION,kpi_land_power_score,4660.0
Myanmar,Southeast Asia,Asia,ASEAN,kpi_land_power_score,7478.0
South Korea,East Asia,Asia,None,kpi_land_power_score,75457.0
Sudan,North Africa,Africa,"ARAB_LEAGUE, AFRICAN_UNION",kpi_land_power_score,4020.0
Colombia,South America,South America,None,kpi_land_power_score,3927.0
Uganda,East Africa,Africa,AFRICAN_UNION,kpi_land_power_score,4473.0
Spain,Southern Europe,Europe,"NATO, EU",kpi_land_power_score,18966.0
Algeria,North Africa,Africa,"ARAB_LEAGUE, AFRICAN_UNION",kpi_land_power_score,30356.0
Argentina,South America,South America,None,kpi_land_power_score,22856.0
Iraq,Middle East,Asia,ARAB_LEAGUE,kpi_land_power_score,41097.0
Afghanistan,South Asia,Asia,None,kpi_land_power_score,5202.0
Canada,North America,North America,"NATO, FIVE_EYES",kpi_land_power_score,21920.0
Poland,Eastern Europe,Europe,"NATO, EU",kpi_land_power_score,25584.0
Morocco,North Africa,Africa,"ARAB_LEAGUE, AFRICAN_UNION",kpi_land_power_score,10702.0
Angola,Southern Africa,Africa,AFRICAN_UNION,kpi_land_power_score,7125.0
Saudi Arabia,Middle East,Asia,"BRICS, ARAB_LEAGUE",kpi_land_power_score,22176.0
Uzbekistan,Central Asia,Asia,SCO,kpi_land_power_score,4272.0
Ukraine,Eastern Europe,Europe,None,kpi_land_power_score,23958.0
Ghana,West Africa,Africa,AFRICAN_UNION,kpi_land_power_score,1848.0
Malaysia,Southeast Asia,Asia,ASEAN,kpi_land_power_score,14009.0
Mozambique,East Africa,Africa,AFRICAN_UNION,kpi_land_power_score,1021.0
Peru,South America,South America,None,kpi_land_power_score,7613.0
Yemen,Middle East,Asia,ARAB_LEAGUE,kpi_land_power_score,639.0
Venezuela,South America,South America,None,kpi_land_power_score,9477.0
Nepal,South Asia,Asia,None,kpi_land_power_score,1224.0
Cameroon,Central Africa,Africa,AFRICAN_UNION,kpi_land_power_score,575.0
Ivory Coast,West Africa,Africa,AFRICAN_UNION,kpi_land_power_score,691.0
Madagascar,East Africa,Africa,AFRICAN_UNION,kpi_land_power_score,197.0
Australia,Oceania,Oceania,FIVE_EYES,kpi_land_power_score,15895.0
Niger,West Africa,Africa,AFRICAN_UNION,kpi_land_power_score,481.0
North Korea,East Asia,Asia,None,kpi_land_power_score,31296.0
Syria,Middle East,Asia,ARAB_LEAGUE,kpi_land_power_score,13144.0
Taiwan,East Asia,Asia,None,kpi_land_power_score,24684.0
Burkina Faso,West Africa,Africa,AFRICAN_UNION,kpi_land_power_score,515.0
Mali,West Africa,Africa,AFRICAN_UNION,kpi_land_power_score,645.0
Sri Lanka,South Asia,Asia,None,kpi_land_power_score,3768.0
Zambia,Southern Africa,Africa,AFRICAN_UNION,kpi_land_power_score,572.0
Kazakhstan,Central Asia,Asia,SCO,kpi_land_power_score,9026.0
Chad,Central Africa,Africa,AFRICAN_UNION,kpi_land_power_score,3559.0
Senegal,West Africa,Africa,AFRICAN_UNION,kpi_land_power_score,1787.0
Chile,South America,South America,None,kpi_land_power_score,10130.0
Ecuador,South America,South America,None,kpi_land_power_score,5520.0
Guatemala,Central America,North America,None,kpi_land_power_score,879.0
Romania,Eastern Europe,Europe,"NATO, EU",kpi_land_power_score,12591.0
Netherlands,Western Europe,Europe,"NATO, EU",kpi_land_power_score,2901.0
Zimbabwe,Southern Africa,Africa,AFRICAN_UNION,kpi_land_power_score,887.0
Cambodia,Southeast Asia,Asia,ASEAN,kpi_land_power_score,5826.0
Benin,West Africa,Africa,AFRICAN_UNION,kpi_land_power_score,121.0
Somalia,East Africa,Africa,"ARAB_LEAGUE, AFRICAN_UNION",kpi_land_power_score,697.0
South Sudan,East Africa,Africa,AFRICAN_UNION,kpi_land_power_score,2231.0
Bolivia,South America,South America,None,kpi_land_power_score,1197.0
Tunisia,North Africa,Africa,"ARAB_LEAGUE, AFRICAN_UNION",kpi_land_power_score,8310.0
Belgium,Western Europe,Europe,"NATO, EU",kpi_land_power_score,4631.0
Jordan,Middle East,Asia,ARAB_LEAGUE,kpi_land_power_score,20298.0
Cuba,Caribbean,North America,None,kpi_land_power_score,7420.0
Czechia,Eastern Europe,Europe,"NATO, EU",kpi_land_power_score,6529.0
Dominican Republic,Caribbean,North America,None,kpi_land_power_score,616.0
Azerbaijan,Eastern Europe,Europe,None,kpi_land_power_score,10034.0
Portugal,Southern Europe,Europe,"NATO, EU",kpi_land_power_score,11128.0
Sweden,Northern Europe,Europe,"NATO, EU",kpi_land_power_score,7078.0
Greece,Southern Europe,Europe,"NATO, EU",kpi_land_power_score,66649.0
Tajikistan,Central Asia,Asia,SCO,kpi_land_power_score,1350.0
United Arab Emirates,Middle East,Asia,"BRICS, ARAB_LEAGUE",kpi_land_power_score,9876.0
Hungary,Eastern Europe,Europe,"NATO, EU",kpi_land_power_score,8735.0
Honduras,Central America,North America,None,kpi_land_power_score,736.0
Belarus,Eastern Europe,Europe,SCO,kpi_land_power_score,8851.0
Israel,Middle East,Asia,None,kpi_land_power_score,39540.0
Sierra Leone,West Africa,Africa,AFRICAN_UNION,kpi_land_power_score,163.0
Austria,Western Europe,Europe,EU,kpi_land_power_score,7495.0
Switzerland,Western Europe,Europe,None,kpi_land_power_score,7707.0
Laos,Southeast Asia,Asia,ASEAN,kpi_land_power_score,4990.0
Paraguay,South America,South America,None,kpi_land_power_score,1161.0
Libya,North Africa,Africa,"ARAB_LEAGUE, AFRICAN_UNION",kpi_land_power_score,1998.0
Bulgaria,Eastern Europe,Europe,"NATO, EU",kpi_land_power_score,5239.0
Nicaragua,Central America,North America,None,kpi_land_power_score,2092.0
Serbia,Eastern Europe,Europe,None,kpi_land_power_score,4592.0
El Salvador,Central America,North America,None,kpi_land_power_score,1983.0
Eritrea,East Africa,Africa,AFRICAN_UNION,kpi_land_power_score,1257.0
Kyrgyzstan,Central Asia,Asia,SCO,kpi_land_power_score,3438.0
Republic of the Congo,Central Africa,Africa,AFRICAN_UNION,kpi_land_power_score,772.0
Singapore,Southeast Asia,Asia,ASEAN,kpi_land_power_score,9594.0
Denmark,Northern Europe,Europe,"NATO, EU",kpi_land_power_score,3992.0
Turkmenistan,Central Asia,Asia,None,kpi_land_power_score,7145.0
Central African Republic,Central Africa,Africa,AFRICAN_UNION,kpi_land_power_score,238.0
Finland,Northern Europe,Europe,"NATO, EU",kpi_land_power_score,13289.0
Slovakia,Eastern Europe,Europe,"NATO, EU",kpi_land_power_score,3250.0
Norway,Northern Europe,Europe,NATO,kpi_land_power_score,6726.0
Liberia,West Africa,Africa,AFRICAN_UNION,kpi_land_power_score,302.0
Lebanon,Middle East,Asia,ARAB_LEAGUE,kpi_land_power_score,5378.0
Ireland,Western Europe,Europe,EU,kpi_land_power_score,1720.0
New Zealand,Oceania,Oceania,FIVE_EYES,kpi_land_power_score,2169.0
Georgia,Eastern Europe,Europe,None,kpi_land_power_score,3975.0
Panama,Central America,North America,None,kpi_land_power_score,262.0
Mauritania,West Africa,Africa,"ARAB_LEAGUE, AFRICAN_UNION",kpi_land_power_score,822.0
Croatia,Southern Europe,Europe,"NATO, EU",kpi_land_power_score,3053.0
Oman,Middle East,Asia,ARAB_LEAGUE,kpi_land_power_score,4673.0
Bosnia and Herzegovina,Eastern Europe,Europe,None,kpi_land_power_score,1508.0
Moldova,Eastern Europe,Europe,None,kpi_land_power_score,622.0
Uruguay,South America,South America,None,kpi_land_power_score,3243.0
Mongolia,East Asia,Asia,None,kpi_land_power_score,4185.0
Kuwait,Middle East,Asia,ARAB_LEAGUE,kpi_land_power_score,6553.0
Albania,Southern Europe,Europe,NATO,kpi_land_power_score,1970.0
Armenia,Eastern Europe,Europe,None,kpi_land_power_score,2021.0
Namibia,Southern Africa,Africa,AFRICAN_UNION,kpi_land_power_score,2152.0
Lithuania,Northern Europe,Europe,"NATO, EU",kpi_land_power_score,1398.0
Qatar,Middle East,Asia,ARAB_LEAGUE,kpi_land_power_score,5376.0
Gabon,Central Africa,Africa,AFRICAN_UNION,kpi_land_power_score,429.0
Botswana,Southern Africa,Africa,AFRICAN_UNION,kpi_land_power_score,1407.0
North Macedonia,Eastern Europe,Europe,NATO,kpi_land_power_score,1382.0
Slovenia,Southern Europe,Europe,"NATO, EU",kpi_land_power_score,1570.0
Kosovo,Eastern Europe,Europe,None,kpi_land_power_score,747.0
Latvia,Northern Europe,Europe,"NATO, EU",kpi_land_power_score,1936.0
Bahrain,Middle East,Asia,ARAB_LEAGUE,kpi_land_power_score,3178.0
Estonia,Northern Europe,Europe,"NATO, EU",kpi_land_power_score,1747.0
Bhutan,South Asia,Asia,None,kpi_land_power_score,92.0
Luxembourg,Western Europe,Europe,"NATO, EU",kpi_land_power_score,183.0
Suriname,South America,South America,None,kpi_land_power_score,652.0
Montenegro,Southern Europe,Europe,NATO,kpi_land_power_score,491.0
Beliz,Central America,North America,None,kpi_land_power_score,132.0
Iceland,Northern Europe,Europe,NATO,kpi_land_power_score,150.0
